522000 6563000 1.500000
522000 6564000 1.500000
522000 6565000 1.500000
522000 6566000 1.500000
522000 6567000 1.500000
522000 6568000 1.500000
522000 6569000 1.500000
522000 6570000 1.500000
522000 6571000 1.500000
522000 6572000 1.500000
522000 6573000 1.500000
522000 6574000 1.500000
522000 6575000 1.500000
522000 6576000 1.500000
522000 6577000 1.500000
522000 6578000 1.500000
522000 6579000 1.500000
522000 6580000 1.500000
522000 6581000 1.500000
522000 6582000 1.500000
522000 6583000 1.500000
522000 6584000 1.500000
522000 6585000 1.500000
522000 6586000 1.500000
522000 6587000 1.500000
522000 6588000 1.500000
522000 6589000 1.500000
522000 6590000 1.500000
522000 6591000 1.500000
522000 6592000 1.500000
522000 6593000 1.500000
522000 6594000 1.500000
522000 6595000 1.500000
522000 6596000 1.500000
522000 6597000 1.500000
522000 6598000 1.500000
522000 6599000 1.500000
522000 6600000 1.500000
522000 6601000 1.500000
522000 6602000 1.500000
522000 6603000 1.500000
522000 6604000 1.500000
522000 6605000 1.500000
522000 6606000 1.500000
522000 6607000 1.500000
522000 6608000 1.500000
522000 6609000 1.500000
522000 6610000 1.500000
522000 6611000 1.500000
522000 6612000 1.500000
522000 6613000 1.500000
522000 6614000 1.500000
522000 6615000 1.500000
522000 6616000 1.500000
522000 6617000 1.500000
522000 6618000 1.499800
522000 6619000 1.499200
522000 6620000 1.498200
522000 6621000 1.497400
522000 6622000 1.496900
522000 6623000 1.496800
522000 6624000 1.497100
522000 6625000 1.497800
522000 6626000 1.498800
522000 6627000 1.499600
522000 6628000 1.500000
522000 6629000 1.500000
522000 6630000 1.500000
522000 6631000 1.499900
522000 6632000 1.498800
522000 6633000 1.496900
522000 6634000 1.494700
522000 6635000 1.492500
522000 6636000 1.490800
522000 6637000 1.489700
522000 6638000 1.489500
522000 6639000 1.490200
522000 6640000 1.491100
522000 6641000 1.492500
522000 6642000 1.494300
522000 6643000 1.496300
522000 6644000 1.497100
522000 6645000 1.495800
522000 6646000 1.493100
522000 6647000 1.490000
522000 6648000 1.486900
522000 6649000 1.484400
522000 6650000 1.482900
522000 6651000 1.482500
522000 6652000 1.483400
522000 6653000 1.485500
522000 6654000 1.488500
522000 6655000 1.491800
522000 6656000 1.494900
522000 6657000 1.497500
522000 6658000 1.499400
522000 6659000 1.500600
522000 6660000 1.501000
522000 6661000 1.501000
522000 6662000 1.501500
522000 6663000 1.502200
522000 6664000 1.503300
522000 6665000 1.504100
522000 6666000 1.504700
522000 6667000 1.504900
522000 6668000 1.504900
522000 6669000 1.504600
522000 6670000 1.504200
522000 6671000 1.503600
522000 6672000 1.502800
522000 6673000 1.502000
522000 6674000 1.501200
522000 6675000 1.500500
522000 6676000 1.500000
522000 6677000 1.499800
522000 6678000 1.499700
522000 6679000 1.499700
522000 6680000 1.499800
522000 6681000 1.499900
522000 6682000 1.500000
522000 6683000 1.500000
522000 6684000 1.500000
522000 6685000 1.500000
522000 6686000 1.500000
522000 6687000 1.500000
522000 6688000 1.500000
522000 6689000 1.500000
522000 6690000 1.500000
522000 6691000 1.500000
522000 6692000 1.500000
522000 6693000 1.500000
522000 6694000 1.500000
522000 6695000 1.500000
522000 6696000 1.500000
522000 6697000 1.500000
522000 6698000 1.500000
522000 6699000 1.500000
522000 6700000 1.500000
522000 6701000 1.500000
522000 6702000 1.500000
522000 6703000 1.500000
522000 6704000 1.500000
522000 6705000 1.501700
522000 6706000 1.504400
522000 6707000 1.507800
522000 6708000 1.511500
522000 6709000 1.514800
522000 6710000 1.517700
522000 6711000 1.519700
522000 6712000 1.520800
522000 6713000 1.520800
522000 6714000 1.519800
522000 6715000 1.517900
523000 6563000 1.500000
523000 6564000 1.500000
523000 6565000 1.500000
523000 6566000 1.500000
523000 6567000 1.500000
523000 6568000 1.500000
523000 6569000 1.500000
523000 6570000 1.500000
523000 6571000 1.500000
523000 6572000 1.500000
523000 6573000 1.500000
523000 6574000 1.500000
523000 6575000 1.500000
523000 6576000 1.500000
523000 6577000 1.500000
523000 6578000 1.500000
523000 6579000 1.500000
523000 6580000 1.500000
523000 6581000 1.500000
523000 6582000 1.500000
523000 6583000 1.500000
523000 6584000 1.500000
523000 6585000 1.500000
523000 6586000 1.500000
523000 6587000 1.500000
523000 6588000 1.500000
523000 6589000 1.500000
523000 6590000 1.500000
523000 6591000 1.500000
523000 6592000 1.500000
523000 6593000 1.500000
523000 6594000 1.500000
523000 6595000 1.500000
523000 6596000 1.500000
523000 6597000 1.500000
523000 6598000 1.500000
523000 6599000 1.500000
523000 6600000 1.500000
523000 6601000 1.500000
523000 6602000 1.500000
523000 6603000 1.500000
523000 6604000 1.500000
523000 6605000 1.500000
523000 6606000 1.500000
523000 6607000 1.500000
523000 6608000 1.500000
523000 6609000 1.500000
523000 6610000 1.500000
523000 6611000 1.500000
523000 6612000 1.500000
523000 6613000 1.500000
523000 6614000 1.500000
523000 6615000 1.500000
523000 6616000 1.500000
523000 6617000 1.499500
523000 6618000 1.498100
523000 6619000 1.496300
523000 6620000 1.494400
523000 6621000 1.493000
523000 6622000 1.492100
523000 6623000 1.491900
523000 6624000 1.492500
523000 6625000 1.493700
523000 6626000 1.495400
523000 6627000 1.497300
523000 6628000 1.498900
523000 6629000 1.499900
523000 6630000 1.500000
523000 6631000 1.498700
523000 6632000 1.496300
523000 6633000 1.493200
523000 6634000 1.489900
523000 6635000 1.486800
523000 6636000 1.484500
523000 6637000 1.483100
523000 6638000 1.482400
523000 6639000 1.482200
523000 6640000 1.482600
523000 6641000 1.484000
523000 6642000 1.486300
523000 6643000 1.488600
523000 6644000 1.489500
523000 6645000 1.488800
523000 6646000 1.486500
523000 6647000 1.483300
523000 6648000 1.480300
523000 6649000 1.477500
523000 6650000 1.476000
523000 6651000 1.476000
523000 6652000 1.477500
523000 6653000 1.479900
523000 6654000 1.482900
523000 6655000 1.486100
523000 6656000 1.489200
523000 6657000 1.492100
523000 6658000 1.494600
